Time [s],Value,Parity Error,Framing Error
0.691598700000000,0x00,,
0.692744000000000,0xC8,,
0.693889500000000,0x09,,
0.695034800000000,0xDC,,
0.696180300000000,0xDC,,
0.697325700000000,0xDC,,
0.698471200000000,0x29,,
0.699616500000000,0x21,,
0.700762000000000,0x1D,,
0.701907300000000,0x19,,
0.703052800000000,0x14,,
0.704198100000000,0x00,,
0.705343600000000,0x3C,,
0.706488900000000,0x00,,
0.707634400000000,0x3C,,
0.708779700000000,0x00,,
0.709925200000000,0x3C,,
0.711070600000000,0x00,,
0.712216000000000,0x00,,
0.713361400000000,0x00,,
0.714506900000000,0x00,,
0.715652200000000,0x00,,
0.716797700000000,0x01,,
0.717943100000000,0xE3,,
0.719088600000000,0xC0,,
0.720233900000000,0x00,,
0.721379400000000,0x50,,
0.722524700000000,0x00,,
0.723670300000000,0x50,,
0.724815600000000,0x00,,
0.725961200000000,0x50,,
0.727106600000000,0x00,,
0.728252100000000,0x00,,
0.729397500000000,0x00,,
0.730543000000000,0x16,,
0.731688300000000,0x0A,,
0.732833900000000,0x16,,
0.733979200000000,0x00,,
0.735124700000000,0x00,,
0.736270100000000,0x78,,
0.737415600000000,0x32,,
0.738561000000000,0x64,,
0.739706500000000,0x50,,
0.740851900000000,0x50,,
0.741997400000000,0x64,,
0.743142400000000,0xFB,,
0.749161300000000,0x00,,Error
0.799364700000000,0xFF,,
